id,Label,TF,KEGG,kTotal,Rank,WGCNA_Modules, IntraModular Connectivity,Description,GO,MapMan,MSU_LOC,FC_1hr,pval_1hr,REG_1hr,FC_3hr,pval_3hr,REG_3hr,FC_6hr,pval_6hr,REG_6hr,FC_12hr,pval_12hr,REG_12hr
60,Os06g0129100,,,1.67350843591897,11826,Salmon,0.627752863029335,Short-chain dehydrogenase/reductase SDR family protein.,"Biological Process: metabolic process (GO:0008152), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: oxidoreductase activity (GO:0016491)",['misc.short chain dehydrogenase/reductase (SDR)'],LOC_Os06g03830,-1.77835851162592,0.006553781657115,Down,-1.08938803043718,0.110120060967507,,5.1987028560379,2.21E-15,Up,4.56625378949819,8.81E-12,Up
61,Os05g0525900,C3H,,4.8487539399769,9023,Pink,0.909743140541708,Similar to Zing finger transcription factor PEI1.,"Molecular Function: nucleic acid binding (GO:0003676), Molecular Function: zinc ion binding (GO:0008270)",['RNA.regulation of transcription.C3H zinc finger family'],LOC_Os05g45020,1.50852172835978,0.037935045657919,Up,2.68066851977683,1.40E-05,Up,2.71878853602132,0.000122963023227,Up,-1.83193926959384,4.70E-05,Down
62,Os11g0602800,,,16.2699982248826,4275,Red,10.3338257376955,"Galactose oxidase/kelch, beta-propeller domain containing protein.",Molecular Function: protein binding (GO:0005515),['protein.degradation.ubiquitin.E3.SCF.FBOX'],LOC_Os11g38980,1.04904006072137,0.013586518022559,Up,0.496619386283775,0.287676287159951,,3.51413424551481,9.94E-21,Up,3.24793408183502,7.74E-18,Up
63,Os01g0270300,,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites",41.8874942879508,1149,Turquoise,27.5080919893301,Similar to Cationic peroxidase isozyme 40K precursor.,"Biological Process: response to oxidative stress (GO:0006979), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: peroxidase activity (GO:0004601), Molecular Function: heme binding (GO:0020037)",['misc.peroxidases'],LOC_Os01g16450,0.113484380091368,0.936491373596933,,-2.01726952656969,0.007497138415074,Down,-2.89562305819826,4.63E-05,Down,-0.520298977671691,0.329720360610386,
64,Os01g0666000,,"Glycerolipid metabolism, Glycerophospholipid metabolism, Biosynthesis of secondary metabolites",5.73986185041978,8445,GreenYellow,2.23967349656496,Similar to Lipid phosphate phosphatase 2 (EC 3.1.3.-) (AtLPP2) (Phosphatidic acid phosphatase 2) (AtPAP2) (Prenyl diphosphate phosphatase).,"Cellular Component: membrane (GO:0016020), Molecular Function: catalytic activity (GO:0003824)",['misc.acid and other phosphatases'],LOC_Os01g47580,2.10864629649768,0.002947316189294,Up,3.00874350975617,3.21E-06,Up,-1.13826650837199,0.051580381798956,,-1.46472389427023,2.89E-06,Down
65,Os08g0562300,C2H2,,8.52185571909195,6942,Brown,4.9621204965455,"Zinc finger, C2H2-type domain containing protein.","Cellular Component: intracellular (GO:0005622), Molecular Function: nucleic acid binding (GO:0003676), Molecular Function: zinc ion binding (GO:0008270)",['RNA.regulation of transcription.C2H2 zinc finger family'],LOC_Os08g44830,-2.59045395871894,3.03E-14,Down,-2.13793864782201,1.53E-09,Down,0.073279433792293,0.891108151520706,,5.11471905983368,0.000435556787346,Up
66,Os05g0160300,,,15.6901053275358,4434,Turquoise,10.7869652260129,Bifunctional inhibitor/plant lipid transfer protein/seed storage domain containing protein.,Biological Process: lipid transport (GO:0006869),['misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein'],LOC_Os05g06780,-0.941235590924338,0.044818508219703,,-1.06642515174993,0.013086719409603,Down,-1.19227754198315,0.004208500604772,Down,1.32850201823659,0.50405722344964,
67,Os04g0185100,,,9.85972825041785,6365,Turquoise,5.13583925830035,DNA replication factor CDT1-like domain containing protein.,,['DNA.synthesis/chromatin structure'],LOC_Os04g10650,1.66257904155641,0.006720177255029,Up,1.7183555295743,0.003781082685627,Up,0.470234899525924,0.293294939465356,,1.99161768124405,0.053536573158407,
68,Os03g0285300,,,8.53713657235277,6935,Brown,7.76747877143352,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os03g17680,-1.04090877512451,0.31914538933324,,-2.76350896923223,0.002486055086837,Down,-2.63543403988478,0.001383827099898,Down,-1.33919085564251,0.041184986364764,Down
69,Os01g0830500,,,27.6432067855113,2252,Pink,10.3011122822627,2OG-Fe(II) oxygenase domain containing protein.,,['not assigned.unknown'],LOC_Os01g61440,0.932625833345568,0.033082730921174,,1.17785106474515,0.003283614258537,Up,1.33367668571042,0.000470875773136,Up,1.06539263743535,0.093442378905874,
70,Os01g0222500,,"Oxidative phosphorylation, Metabolic pathways, Phagosome",39.6148173582938,1250,Turquoise,27.0813819159987,Similar to Vacuolar ATP synthase subunit E (EC 3.6.3.14) (V-ATPase E subunit) (Vacuolar proton pump E subunit).,"Biological Process: ATP hydrolysis coupled proton transport (GO:0015991), Cellular Component: proton-transporting two-sector ATPase complex, catalytic domain (GO:0033178), Molecular Function: proton-transporting ATPase activity, rotational mechanism (GO:0046961)",['transport.p- and v-ATPases.H+-transporting two-sector ATPase'],LOC_Os01g12260,-0.744921660911604,0.176786795972799,,-0.823801801338403,0.107288891011532,,-1.385287772131,0.002234480538555,Down,-1.75696076666337,0.000134286201919,Down
71,Os02g0819500,,,5.58594819596388,8546,Black,1.10111837215096,"Similar to Cysteine-type peptidase., Ovarian tumour, otubain domain containing protein.",,['protein.degradation.cysteine protease'],LOC_Os02g57410,0.834749372126175,0.112580980282793,,1.12770948440621,0.01327451999394,Up,0.667410190541128,0.17276596317947,,1.90158943028681,2.95E-05,Up
72,Os07g0483500,,,18.6450949001367,3694,Red,5.48710855528705,Similar to Phosphoribosyltransferase (Fragment).,Molecular Function: protein binding (GO:0005515),['amino acid metabolism.synthesis.aromatic aa.tryptophan'],LOC_Os07g30020,2.10687319475018,4.05E-11,Up,1.95792556888608,1.02E-09,Up,2.1046055865607,1.36E-12,Up,-0.020902205364371,0.990421301913009,
73,Os01g0552000,,,13.7898049270793,4980,Cyan,8.39071200773871,Hypothetical conserved gene.,,,None,-1.03718833429276,0.012536749626426,Down,-0.911112765556659,0.029003186063014,,3.69744612221787,0.008937767335101,Up,4.05048165858574,0.003460848478864,Up
74,Os05g0502200,,"Glycerolipid metabolism, Glycerophospholipid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites",10.5347210794623,6118,GreenYellow,6.10995577791028,Phospholipid/glycerol acyltransferase domain containing protein.,"Biological Process: metabolic process (GO:0008152), Molecular Function: transferase activity, transferring acyl groups (GO:0016746)",['lipid metabolism.Phospholipid synthesis.1-acylglycerol-3-phosphate O-acyltransferase'],LOC_Os05g42270,3.46895280450547,7.59E-08,Up,2.46261280487373,0.000453097046276,Up,0.730564797978146,0.159103230193569,,-1.83937614257266,0.011127635437946,Down
75,Os07g0558100,MYB,,20.7618451847234,3259,Magenta,14.4199396934076,Similar to Myb-related transcription factor LBM1.,"Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Molecular Function: DNA binding (GO:0003677), Molecular Function: protein binding (GO:0005515)",['RNA.regulation of transcription.MYB domain transcription factor family'],LOC_Os07g37210,2.65592986470506,1.61E-06,Up,2.75948537131067,6.53E-07,Up,1.52190641563668,0.01880945722871,Up,-1.12598352329551,0.001231799875252,Down
76,Os08g0331800,,,13.56464935981,5047,Red,3.19193901945426,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os08g24300,5.02674981221585,5.35E-06,Up,5.97813161270774,2.14E-08,Up,-2.30178939065892,2.44E-09,Down,-3.95574277896824,7.00E-05,Down
77,Os03g0386000,,,4.52484370062929,9249,Magenta,1.80305239926477,"Similar to Salt-responsive WD40 protein 5., WD40 subfamily protein, Salt stress",", Molecular Function: protein binding (GO:0005515)",['development.unspecified'],LOC_Os03g26870,2.31600276850257,6.79E-05,Up,2.17418843282651,0.000155015995249,Up,1.93558833138058,0.001854943199643,Up,1.40611138036503,5.01E-06,Up
78,Os02g0653000,,,85.9597599207246,174,Turquoise,51.0027979965883,Non-protein coding transcript.,,,None,-0.68550410482107,0.439655401345736,,-1.59683893002147,0.01824010589929,Down,-2.40569103406255,0.000129563018031,Down,-0.892220621636056,0.040581526758528,
79,Os05g0516700,,,8.80378671822498,6809,MidnightBlue,4.77982507698078,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os05g44060,6.06879686515479,4.17E-11,Up,4.96690974443722,1.67E-07,Up,-0.849198680190176,0.341839536615163,,-1.38159221187182,0.193809632174054,
80,Os02g0822000,,,6.38329127990242,8057,MidnightBlue,3.56691821834638,"Conserved hypothetical protein., Hypothetical conserved gene.",,['not assigned.unknown'],LOC_Os02g57610,0.378212635185891,0.464210231181588,,1.06424772983584,0.003181884502699,Up,1.02972464308061,0.003432901866791,Up,-0.215845474652985,0.700022604878832,
81,Os08g0434100,,,10.6674140567804,6061,Magenta,8.0954199457508,Similar to S-like ribonuclease (RNase PD2) (Fragment).,"Molecular Function: RNA binding (GO:0003723), Molecular Function: ribonuclease T2 activity (GO:0033897)",['RNA.processing.ribonucleases'],LOC_Os08g33710,2.70150409255766,9.62E-07,Up,2.58172729727475,2.69E-06,Up,1.70330036017385,7.31E-06,Up,-0.762109868843352,0.024514858917824,
82,Os05g0452500,,,14.4384677995604,4772,Salmon,7.67027099210257,Conserved hypothetical protein.,,,None,-1.17142081346183,0.029647581049016,Down,-0.631630330698996,0.268555460345203,,3.92066127811691,1.25E-24,Up,4.01342946081196,9.12E-26,Up
83,Os01g0615300,,,16.2850173927096,4271,lightGreen,5.8287305239686,Transferase family protein.,"Molecular Function: transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)","['secondary metabolism.phenylpropanoids', 'stress.biotic']",LOC_Os01g42880,0.228914969450593,0.784976669698223,,-0.706486110909414,0.247759515546437,,-1.22403276238929,0.021529514410902,Down,-1.11537595774141,0.040216387825364,Down
84,Os04g0655100,,,4.48186440064982,9286,Red,1.20117590781698,Non-protein coding transcript.,,['not assigned.unknown'],LOC_Os04g56100,0.767840630599274,0.230686783469877,,1.27887265022603,0.014471790294962,Up,1.04766140662189,0.042294339053082,Up,1.79001979710865,0.000360094459408,Up
85,Os05g0542800,,"Pentose and glucuronate interconversions, Metabolic pathways",36.7535814534934,1457,Blue,29.5848897788358,"Pectin lyase fold/virulence factor domain containing protein., Similar to polygalacturonase.","Biological Process: carbohydrate metabolic process (GO:0005975), Molecular Function: polygalacturonase activity (GO:0004650)",['cell wall.degradation.pectate lyases and polygalacturonases'],LOC_Os05g46510,1.095939237844,0.015917962758404,Up,2.25967473026381,5.22E-09,Up,0.333444750639015,0.409264301664319,,-0.152770649855077,0.861775988522868,
86,Os11g0708100,,,79.5113342215786,225,Turquoise,73.332954041264,Similar to Laccase-22.,"Biological Process: lignin catabolic process (GO:0046274), Biological Process: oxidation-reduction process (GO:0055114), Cellular Component: apoplast (GO:0048046), Molecular Function: copper ion binding (GO:0005507), Molecular Function: laccase activity (GO:0008471), Molecular Function: oxidoreductase activity (GO:0016491)",['secondary metabolism.simple phenols'],LOC_Os11g48060,-0.288285986468132,0.729852765140441,,-2.16601098979995,6.21E-05,Down,-2.69885163496184,1.25E-07,Down,3.96040280960425,0.000695644109903,Up
87,Os08g0529100,,Proteasome,20.1170635966153,3386,Pink,12.8448509850884,Similar to Proteasome subunit beta type 1 (EC 3.4.25.1) (20S proteasome alpha subunit F) (20S proteasome subunit beta-6).,"Biological Process: proteolysis involved in cellular protein catabolic process (GO:0051603), Cellular Component: proteasome core complex (GO:0005839), Molecular Function: endopeptidase activity (GO:0004175), Molecular Function: threonine-type endopeptidase activity (GO:0004298)",['protein.degradation.ubiquitin.proteasom'],LOC_Os08g41730,0.665143691528886,0.480110699698806,,2.11055446280003,0.000694796546977,Up,2.20495957072273,0.000230254268744,Up,0.943838880441604,0.345334860671713,
88,Os12g0569900,Dof,,17.6258717017126,3907,Turquoise,12.328331916294,Similar to Zn finger protein (Fragment).,"Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Molecular Function: DNA binding (GO:0003677), Molecular Function: zinc ion binding (GO:0008270)",['RNA.regulation of transcription.C2C2(Zn) DOF zinc finger family'],LOC_Os12g38200,-0.822701522462506,0.49737629919732,,-2.92426447566584,0.006786913153291,Down,-1.89132939316573,0.036520582669451,Down,6.03490546021158,9.97E-06,Up
89,Os03g0362200,,,2.51705053777068,10941,Tan,0.854559150453881,Armadillo-like helical domain containing protein.,Molecular Function: binding (GO:0005488),['not assigned.unknown'],LOC_Os03g24730,-0.649057574390655,0.446640239125859,,1.57499990191562,0.00339385400371,Up,1.6692577826039,0.001022788607559,Up,1.78374505671611,7.00E-10,Up
90,Os01g0931600,,,0.501513353549474,13207,Grey,0.033041863773995,"Tubby, C-terminal domain containing protein.",Biological Process: cellular metabolic process (GO:0044237),['not assigned.unknown'],LOC_Os01g70590,-2.12821570839202,0.000924394121297,Down,-1.8106561634376,0.006786913153291,Down,5.88315100634389,0.000249385225039,Up,2.9444750782797,9.91E-05,Up
91,Os10g0555900,,,38.6824338417399,1313,Turquoise,36.2914848456435,"Similar to Beta-expansin., Beta-expansin precursor.","Biological Process: sexual reproduction (GO:0019953), Cellular Component: extracellular region (GO:0005576)",['cell wall.modification'],LOC_Os10g40720,-1.03615205039856,0.452705567576612,,-3.92156727354458,8.11E-05,Down,-4.04820772808039,2.28E-05,Down,6.3535563380699,1.01E-21,Up
92,Os10g0544900,,,36.2866230428659,1484,Blue,22.9379092859663,Similar to Protein phosphatase 2C-like protein.,"Biological Process: protein dephosphorylation (GO:0006470), Cellular Component: protein serine/threonine phosphatase complex (GO:0008287), Molecular Function: catalytic activity (GO:0003824), Molecular Function: protein serine/threonine phosphatase activity (GO:0004722)",['protein.postranslational modification'],LOC_Os10g39780,1.44342193534146,4.49E-08,Up,2.24622850303445,7.53E-19,Up,0.247465381673673,0.703737864334812,,1.37871436763899,3.15E-05,Up
93,Os02g0525100,,,3.51560802331704,10052,Tan,2.81874970579124,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os02g32450,-0.664367285032557,0.276205649209734,,-1.06600605927034,0.040428433791898,Down,-1.32290706591925,0.005614856029798,Down,0.605716629882861,0.134710846715111,
94,Os03g0562000,,,9.73163131809296,6398,Purple,6.39405894117155,DNA-binding pseudobarrel domain domain containing protein.,,['not assigned.unknown'],LOC_Os03g36419,-0.633293000166995,0.165181478115226,,-1.28704805738452,0.00093840867221,Down,-0.834426297107873,0.030888309578983,,2.65398565565689,1.57E-08,Up
95,Os01g0913100,,,0.492013400096729,13224,Grey,0.109475254847967,Protein of unknown function DUF538 family protein.,,['not assigned.unknown'],LOC_Os01g68500,0.45151036330315,0.688161551334295,,1.68707885134723,0.015691493309338,Up,0.841197437802954,0.276389292863975,,2.41075416375672,9.68E-06,Up
96,Os01g0772400,,,32.4430598853881,1775,Magenta,15.4502583313929,Streptomyces cyclase/dehydrase family protein.,,['not assigned.unknown'],LOC_Os01g56560,1.85771455650126,7.16E-10,Up,1.79523709278237,3.92E-09,Up,-0.551599179591494,0.48182443110267,,1.51782988549382,5.06E-06,Up
97,Os09g0480400,,Amino sugar and nucleotide sugar metabolism,12.7617476789229,5327,GreenYellow,6.34559061058008,Similar to Glycosyltransferase QUASIMODO1 (EC 2.4.1.-).,"Molecular Function: transferase activity, transferring glycosyl groups (GO:0016757)",['misc.UDP glucosyl and glucoronyl transferases'],LOC_Os09g30280,2.9155820782625,7.55E-07,Up,2.8402110567405,1.95E-06,Up,1.57782480733202,0.000118112466226,Up,-1.43814479986544,0.000974455349777,Down
98,Os09g0572400,,,21.3856995851276,3157,Blue,9.38746199140134,Similar to Abcf2-prov protein.,"Molecular Function: nucleotide binding (GO:0000166), Molecular Function: ATP binding (GO:0005524), Molecular Function: ATPase activity (GO:0016887), Molecular Function: nucleoside-triphosphatase activity (GO:0017111)",['transport.ABC transporters and multidrug resistance systems'],LOC_Os09g39910,0.987225108350033,0.085820411948984,,1.54626228249454,0.001645552444098,Up,1.14541418489835,0.023824154776422,Up,1.49648348366302,0.002003716999974,Up
